Category,Question,Answer,Tags
Purchase & Payments,I want to buy soft copies of MCQ books. Where can I get them?,You can buy the digital versions via Kindle. Here's the Amazon link.,"books, kindle, soft copy"
Purchase & Payments,Is there any discount available on Kindle books?,"Currently, Kindle pricing is fixed and discounts are not available on Amazon.","kindle, discount, soft copy"
Purchase & Payments,I couldn’t find Cytopathology on Kindle.,Cytopathology is not yet available on Kindle. You can buy the hard copy using this link.,"cytopath, kindle missing, hard copy"
Purchase & Payments,I don’t want a hard copy. Will a digital version be available later?,"Yes, we’ll notify you once the Kindle version of Cytopathology becomes available.","digital version request, kindle waitlist"
Purchase Info,I already have DM Path. Why can’t I access other content?,Some courses like INI SS are sold separately. You will need to purchase them individually.,"course access, purchase info"
Purchase Process,How do I buy the Histopathology notes only?,You can order the hard copy notes here: https://pathologymcq.com/product/histopathology-notes-volumes-1-and-2/,#notes #purchase
Purchase Timing,Can I pay now and share details later?,"Yes, that’s absolutely fine. Please share your details whenever you’re ready and we’ll process your order accordingly.","flexible order, timing"
QBank Availability,Is there a separate QBank for Hematopathology?,"Yes, available for 3 months as part of the Hematopathology course.","QBank, Hematopathology"
QBank Duration,How long do I get access to the Hematopathology QBank?,"The QBank is accessible for 3 months, covering preparation till the exam date.","QBank, duration, Hematopathology"
Queries & Doubts,Can you forward my doubt to the faculty?,"Yes, your question will be forwarded to the faculty and a response will be shared once reviewed.","doubt, query, faculty"
Queries & Doubts,I have a doubt in case number 6 of the frozen class.,Please describe your doubt in detail. It will be shared with the faculty for clarification.,"frozen, case doubt"
Queries & Doubts,I have a doubt in case 13 – is this not dysplasia?,Your doubt will be reviewed by the faculty and answered shortly.,"case discussion, dysplasia"
Quiz/MCQ Clarification,Why is P16 considered more defining than site for OSCC?,"While both are relevant, P16 is more defining due to its role in molecular pathology. Choosing P16 over site is logical.","OSCC, p16, quiz explanation"
Quiz/MCQ Clarification,MEC and EMC are SOX10 positive—why?,SOX10 highlights myoepithelial and ductal origin cells. It’s particularly useful in difficult salivary gland cases.,"SOX10, salivary gland, immuno"
Quiz/MCQ Clarification,What is the significance of reversed polarity in EMA staining?,"EMA shows reversed polarity, i.e., “inside-out” growth, which is characteristic of micropapillary carcinomas.","EMA, polarity, IHC"
Quiz/MCQ Clarification,Is E-cadherin same as Her2 in staining pattern?,"Yes, both show a basolateral or cup-shaped positivity.","Her2, E-cadherin, staining"
Quiz/MCQ Clarification,Should the ambiguous morphology with TILs suggest POLE or MMR?,MMR is preferred if mucinous morphology is present. POLE ultramutated can also show TILs but usually lacks mucinous features.,"POLE, MMR, TIL, quiz"
Quiz/MCQ Clarification,"What is HDR, and is it better than NHDR?","Yes, HDR (High Dose Rate) is considered better than NHDR. The option in quiz will be updated accordingly.","HDR, radiotherapy, update"
Quiz/MCQ Clarification,Is SIADH or Cushing more common in small cell lung carcinoma?,SIADH is more commonly associated with small cell carcinoma of the lung.,"SIADH, lung cancer, endocrine"
Quiz/MCQ Clarification,What is the role of cytokeratin in amyloid identification?,Cytokeratin helps identify the epidermal origin of amyloid deposits.,"cytokeratin, amyloid, histo"
Quiz/MCQ Clarification,Why eosinophils favor Churg-Strauss over GPA?,"Eosinophilia is a defining feature of Churg-Strauss. Although GPA can show p-ANCA, eosinophils strongly support Churg-Strauss diagnosis.","GPA, eosinophils, vasculitis"
Quiz/MCQ Clarification,Can EDS (Ehlers-Danlos Syndrome) be X-linked?,"While most types are autosomal, some rare forms of EDS can have X-linked inheritance.","EDS, inheritance, genetic"
Quiz/MCQ Clarification,What marker should be used in a 17-year-old Down syndrome patient with leukemia?,"For AML M7 (younger patients), CD68 is used; for ALL (older patients), TdT is preferred. In a 17-year-old, TdT would be more appropriate.","leukemia, Down syndrome, markers"
Quiz/Test Issues,I'm unable to submit the quiz after clicking submit.,The issue has been reported. Please retry shortly—we’re correcting it from our end.,"quiz submission error, technical"
Quiz/Test Issues,"My answer was marked wrong, but I think it's correct.",Please share the quiz name and question. We’ll review and correct the answer if needed.,"quiz answers, user doubt"
Quiz/Test Issues,Is my answer to this MCQ correct?,Kindly mention the quiz/test name. We’ll verify your answer and confirm.,answer validation
Quiz/Test Issues,The quiz shows 10 questions but total marks show as 1.,This may be a technical glitch. We’ll verify the quiz settings and update accordingly.,"quiz error, marks mismatch"
Quiz/Test Issues,There is no timer for the Grand Mock Test.,Thank you for notifying us. We’ve corrected the issue—please try now.,"mock test timer, error fix"
Quiz/Test Issues,Grand Mock Test is only showing 13 minutes instead of full duration.,Timer settings have been updated. Please reload the test and try again.,mock test timing
Recorded Sessions,When will the recorded class be uploaded?,Recorded sessions are usually uploaded within 24–48 hours of the live session.,"video, recording, upload"
Recorded Sessions,I can't find the recorded session. What should I do?,"Kindly refresh the course page. If it’s still not visible, contact support for assistance.","video, troubleshooting, access"
Recorded Sessions,Can I download the class video for offline viewing?,"Currently, videos are only available for online viewing. We’re exploring offline options and will update you.","video download, offline"
Recording Access,I can’t attend live classes. Can I still join?,"Absolutely, the course is designed for flexibility with recorded access for all sessions.","recording, flexibility, live class"
Recordings & Material,Until when can I access the macro session recordings?,Access will be extended till your exam date upon request.,"macro sessions, extension"
Refund,Can I get a refund if I cancel the course?,Refunds are subject to our policy. Please email us with your request.,"refund, policy, cancellation"
Refund Follow-up,Did you refund the amount?,"Yes, the refund has already been processed.",#refund #followup
Refund Policy,Is there a refund policy if I am not satisfied with the course?,Please contact us for details on our refund policy.,"Refund, Course Satisfaction"
Refund Policy,Can I get a refund if I change my mind?,Our courses are non-refundable once purchased. Please reach out before buying if you have doubts.,"refund, cancellation"
Refund/Return,What if there’s an issue with the delivery?,"If there are any problems with delivery or product quality, please contact us immediately. We’ll assist you with replacement or refund procedures.","support, refund"
Resources for INI-SS,Is this book enough for the DM Hematopathology exam?,"Along with our book, use Robbins (general/systemic path), MCQs, fellowship notes, and WHO chapters for optimal preparation.","DM Hematopathology, book, preparation"
Return/Issue Handling,What if I receive damaged books?,"In case of damaged items, please contact us immediately with photos. We’ll arrange a replacement.","damaged product, replacement"
Review Delay,"I completed the test, but it asks me to retake.","If you backed the page, the system requires a retake to access the review.","retake, test review, bug"
Revision Mode,Can I access all notes for quick revision?,"Yes, we're working on consolidating all notes into one section for faster review.","revision, notes, quick access"
Sample Request,Do you have any sample notes or lectures?,"Yes, you can access samples of notes and video lectures here: https://pathologymcq.com/neet-ss-oncopathology-course/",#sample #notes #demo
Sample Request,Can I see samples of hard copy notes before purchasing?,"Yes, we can share PDF samples of our hard copy notes. Please let us know which subjects you'd like to see.","hard copy sample, preview"
Sample Request,Is it possible to get PDF samples of the material for FRCPath Part 1?,"Yes, we can share PDF samples of the relevant books. Please check your messages for attachments.","FRCPath, pdf sample, book preview"
Sample Request,Can I get a few sample pages from each subject?,"Sure, we will send PDF samples from all 5 subjects to your WhatsApp.","sample request, full preview"
Schedule Access,Where can I check the tentative schedule?,You can find it here: https://pathologymcq.com/comprehensive-frcpath-part-2-histopathologypreparatory-course/,"schedule, course timeline"
Score Clarification,I saw some repeated questions in the mock. Should I be concerned?,That’s okay. Mocks sometimes include past questions. Focus on overall performance and revision.,"mock-validation, repetition"
Security,Is your website safe for payment and login?,"Yes, our website is SSL secured and safe for transactions and user data.","site security, safety"
Session Changes,Will missed sessions be compensated?,"Yes, any canceled or missed sessions will be compensated with an additional class.","makeup class, missed session"
Session Reminders,Will I receive reminders before each session?,"Yes, reminders along with Zoom links are sent via WhatsApp and/or email before each class.","reminder, class link, session start"
Shipping,How long does international shipping take?,Standard shipping takes 10–14 business days depending on the country.,#shipping #international
Shipping & Delivery,When will I receive my books?,Shipping is usually completed within 2–5 working days. You will get a WhatsApp message with tracking details.,#shipping #delivery
Shipping & Delivery,Can you share the tracking details?,"Yes, tracking information will be shared with you via WhatsApp once available.",#tracking #deliveryupdate
Shipping & Delivery,I haven't received my books yet. What should I do?,"Please check your tracking message. If it hasn’t been shared, reply here and we will assist immediately.",#delay #orderstatus
Shipping and Delivery,Can you ship the materials to my country?,"Yes, we can ship the materials internationally. Please provide your shipping address during enrollment.","Shipping, International"
Shipping Cost Query,Why is it charging ?2500 if shipping is said to be free?,Free shipping is applicable only within India. International customers are required to pay actual shipping charges.,"shipping cost, free shipping confusion"
Shipping Details,Do you ship to Saudi Arabia?,"Yes, we can ship to Saudi Arabia.","Shipping, Delivery"
Shipping Timeframe,How long does delivery take after ordering?,Orders are delivered within 7–10 business days from dispatch.,"shipping duration, delivery estimate"
Shipping to Bahrain,Can you ship the hard copy books to Bahrain?,"Yes, we can ship to Bahrain without any issues.","Shipping, Bahrain"
Shipping to International Locations,Do you ship books to international addresses?,"Yes, we ship books worldwide.","Shipping, International"
Shipping Tracking,Can I track my book shipment?,"We do not provide tracking for the books, but they will be delivered between the specified dates.","Shipping, Delivery"
Study Format,What is the format of your courses?,"Our courses are self-paced and include topic-wise notes, flash cards, quizzes, and mock tests.","course format, study material"
Study Guidance,How should I start studying as a 1st year resident?,Start with basic concepts and quiz modules. Our books and MCQs are designed to simplify learning for freshers.,#studyguide #resident
Study Guidance,Which material should I use for exams?,Use our chapter-wise MCQ books and quizzes. Focus on high-yield topics and revision banks.,#examprep #material
Study Guidance,Do you have content for upcoming department quizzes?,"Yes, let us know your topic and we'll assist with relevant MCQs or notes.",#quizhelp #customcontent
Study Guidance,Are the questions based on the latest guidelines?,"Yes, our content is regularly updated based on the latest WHO classifications and standard references.",#updatedcontent #who
Study Material,Are study materials regularly updated?,"Yes, we update our study materials as per the latest exam patterns and guidelines.","Study Materials, Updates"
Study Material,Are the MCQs aligned with the latest exam pattern?,"Yes, all our MCQs are based on the latest NEET SS and DM Oncopathology exam patterns.",#mcqs #examaligned
Study Material,Are PDF versions of the notes available?,PDF access is not available by default. Please contact us for specific requests or download options.,"pdf, notes, download"
Study Materials,Can you suggest an MCQ book for NEET SS practice?,"Sternberg Review and Anatomic Pathology Board Review are useful for histopathology, and Devesh Mishra for general pathology.","Study Materials, NEET SS, MCQs"
Study Materials,Are your notes sufficient for NEET SS MCQ practice or should I use other books?,Your notes along with additional MCQ books like Sternberg Review and Devesh Mishra should be sufficient.,"Study Materials, NEET SS, MCQs"
Study Materials,Is the 3rd edition of the MCQ book better than the 2nd edition?,The 2nd edition is fine. I will check if a 3rd edition is available.,"Study Materials, MCQs, Books"
Study Materials,Where can I learn more about next-generation sequencing (NGS) and related techniques?,I will get back to you with resources for learning NGS and other techniques.,"Study Materials, NGS, Techniques"
Study Materials,Can I get a hard copy of the general pathology notes?,"Yes, a hard copy can be provided. You will receive a discount code for your previous course purchase.","Study Materials, General Pathology"
Study Materials,Is there a discount for existing students when buying hard copy notes?,"Yes, you will get a discount with the coupon code ""PATH10HISTO"".","Study Materials, Discount, Notes"
Study Materials,Can I access NEET SS MCQ practice materials after the deadline?,"The materials will be available in the course for access later this week, even after the initial deadline.","Study Materials, NEET SS, Access"
Study Materials,When will the PDF from the last class be uploaded?,The PDF will be uploaded within 24 hours of the session. You’ll receive a notification once it’s available.,"PDF, upload, resources"
Study Materials,Can the PDFs be made downloadable like the grossing PDFs?,"Yes, we are working to make all PDFs downloadable. If not yet available, it will be updated shortly.","PDF, download"
Study Materials,I'm unable to view the PDF on my phone. Can I get a download link?,"Yes, a downloadable version will be provided. Please check back shortly or refresh the page.","mobile, PDF access"
Study Materials,Will the PDF and video be uploaded on the same day?,"Ideally yes, both are uploaded together, unless there is a technical delay.","class material, resources"
Study Partner,How can having a study partner help?,"A study partner will help you stay motivated and focused, and you can discuss difficult topics together.","Study Partner, Motivation"
Study Plan,Is there a schedule to follow for NEET SS preparation?,"Yes, a structured study plan is provided upon enrollment.","schedule, study plan, neet ss"
Study Resource Query,Is there a way to revise previously answered MCQs quickly?,"Yes, a one-stop revision section is under development for rapid review of past MCQs and notes.","revision, mcqs, ease of access"
Study Support,Is Pathology Outlines alone sufficient for exams?,"Yes, if revised thoroughly with key focus on mutations, IHC, and syndromes.","study plan, outlines, exam prep"
Study Support,How to manage revision in the last 2 months?,"Focus on previously read books. Prioritize key tables, boxes, and self-made notes for rapid revision.","revision, strategy, exam prep"
Study Support,What should I focus on for last-minute prep?,"Revise high-yield topics: common mutations, IHC markers, genetic syndromes, and frequently asked MCQs.","revision, tips"
Study Tips,How can I improve my study strategy for FRCPATH?,"We suggest having a study partner, setting realistic goals, and sticking to a schedule.","Study Tips, FRCPATH"
Subscription,I haven’t accessed my course for a month. Will my subscription be extended?,The subscription period remains fixed. We recommend making the most of the remaining time.,#subscription #extension
Subscription,How can I renew my course access?,"You can renew using the same product page. Use code ""SPECIAL20"" for a discount.",#renewal #discount
Subscription,My course expired. Can I still access notes?,"Once the course expires, access is restricted. You can renew to regain access.",#expired #renewal
Subscription & Renewals,I missed my course expiry. Can I still renew?,"Yes, expired courses can be renewed with discounts. Please use our coupon codes or contact support.","subscription, renewal after expiry"
Support,I have paid for the course but cannot access it. What do I do?,"Please ensure you are logged in with the same email used for purchase. If still inaccessible, contact support with your payment details.","payment issue, access problem"
Support & Encouragement,I don’t think I’ll get a seat this time.,You've given your best effort. Don’t lose heart. Let’s focus on post-exam strategies and rest.,"motivation, result anxiety"
Support & Encouragement,I’m repenting for leaving a question.,It’s normal to feel that way. But skipping unsure questions can actually improve your rank due to negative marking.,"motivation, exam stress"
Support and Help,How can I get help if I am facing issues accessing the course?,"Please reach out to us via WhatsApp or email with details of the issue, and we will assist you promptly.","Support, Course Access"
Support and Help,What should I do if I can't find the payment link?,"If you can't find the payment link, please let us know, and we will send it to you directly.","Payment, Support"
Support and Help,How do I contact customer support for issues related to the course?,"You can contact us via WhatsApp or email, and we will respond to your queries as soon as possible.","Support, Course"
System Info,What happens if I submit quizzes without answers?,Submitting blank quizzes repeatedly may result in temporary account restrictions. We recommend completing them to get the best value.,"quiz submission, system warning"
Technical Assistance,I can't find some questions and flashcards in the Telegram group. Can you help me?,The flashcards and MCQs are still available in the histopathology section. Please check under individual topics.,"Technical Support, Flashcards, Telegram"
Technical Assistance,How can I view my previous quiz answers and explanations?,You can visit your user dashboard to access solutions and explanations for previous quizzes.,"Technical Support, Dashboard"
Technical Assistance,Why are some images not opening in the NEET mock tests?,There was an error that has now been corrected. All images should be viewable now.,"Technical Support, Images, NEET Mock"
Technical Assistance,I cannot find a particular MCQ solution. Can you assist with this?,I will check and get back to you with the solution for the MCQ.,"Technical Support, MCQs"
Technical Assistance,What should I do if I accidentally click back and lose MCQ answers?,You can click submit again to view questions with answers and explanations.,"Technical Support, MCQs, Answers"
Technical Assistance,What if the MCQ solution explanations don't open properly?,The error has been corrected; the solutions should now be fully viewable with explanations.,"Technical Support, MCQs, Solutions"
Technical Issue,I can access MCQs but not notes. What’s the issue?,Notes are marked in green. Please check if you're clicking the correct sections. Let us know if not visible.,#notes #troubleshooting
Technical Issue,"The content is not loading after clicking ""Start Learning.""",Please click on individual chapters to open the content. Let us know if it still doesn’t load.,#support #content
Technical Issue,I am unable to submit urinary system MCQs.,We’re aware of the issue. The technical team is working on fixing it. Please try again shortly.,"technical issue, test submission"
Technical Issue,I am unable to access the test.,We will check and update you soon.,"test access, error"
Technical Issue,I could not access the daily MCQs even after buying the course.,This may be a technical issue. You do not need to buy again. We’ll fix it and provide access.,"course error, daily mcq"
Technical Issues,6. I am not receiving a reset link for my password. What should I do?,"Please check your spam folder for the reset link. If not found, contact support for assistance.","Technical Support, Password Reset"
Technical Issues,9. How can I access the answers to the questions in the Q-bank after submission?,"After submitting a question, the answers and explanations will be available.","Q-bank, Technical Support"
Technical Issues,12. I am unable to access the neuropathology Q-bank. What should I do?,"Please check if the course content is fully loaded. If still inaccessible, contact support for further help.","Technical Support, Q-bank"
Technical Issues,14. How can I annotate the notes for better study?,This feature is under development and will be available soon.,"Technical Support, Note Annotation"
Technical Issues,17. I am unable to access the 50 questions in the CNS section of the Q-bank. What can I do?,"Please check your access rights to the section. If you continue facing issues, contact support.","Technical Support, Q-bank"
Technical Issues,21. The QR codes in the CNS tumor notes are not working. Can you help?,I will send you the updated links for the QR codes in the CNS tumor notes.,"Technical Support, QR Codes"
Technical Issues,23. Why is the interface of the website slow at times?,We are working on improving the website's performance and user experience. Thank you for your patience.,"Technical Support, Website"
Technical Issues,27. I cannot access the neuropathology questions. What should I do?,"If you are facing issues with access, please reach out to support, and we will resolve it.","Technical Support, Q-bank"
Technical Issues,How can I increase the slide show size during revision?,"Unfortunately, the slide show size cannot be increased. Please check if the fullscreen mode is available.","Technical Issues, Revision"
Technical Issues,I am unable to find the timed test. Can you guide me?,"You can find the timed test under the quizzes section on your dashboard. If it's missing, please contact us for support.","Technical Issues, Tests"
Technical Issues,The link isn’t opening. What should I do?,"Please ensure you’re connected to the internet and try opening in an incognito window. If issues persist, contact support.","technical support, website issue"
Technical Issues,I think one of the MCQs has an incorrect answer.,Thanks for pointing that out. We will review and update the question if needed.,"content-error, mcq-check"
Technical Issues,Why is Darier disease answer listed as involving C3 or IgG?,We will verify the accuracy of the MCQ and update it based on ATP2A2 mutation and correct DIF status.,"content-error, dermatopathology"
Technical Issues,I am not able to access the course. What should I do?,"Please ensure you have completed your registration. If the issue persists, contact us with your registered email or call us at 78258 90222.","login issue, tech support"
Technical Issues,I’m having issues viewing the files on the site. What should I do?,"Please try refreshing the page. If the issue persists, reach out to support via WhatsApp or email.","website, technical issue"
Technical Support,How can I access the course content?,The course content is accessible via our website. You can log in with your credentials to view all the materials.,"Technical Support, Course Access"
Technical Support,How do I get a refund if I'm not satisfied with the course?,"For refund queries, please contact our support team via email or WhatsApp.","Refund, Support"
Technical Support,Are there any system requirements to access the virtual slides?,"The virtual slides are accessible on most modern devices, but we recommend using a PC or tablet for the best experience.","Technical Support, Virtual Slides"
Technical Support,How do I order the general pathology book?,You can order the general pathology book by visiting our website and making a purchase.,"Ordering, General Pathology Book"
Technical Support,How do I apply for a coupon code?,Simply enter the coupon code at checkout to avail the discount.,"Discount, Coupon Code"
Technical Support,What if I face any issues with purchasing the course?,"If you face any issues, feel free to reach out, and we will assist you with your purchase.","Purchasing, Support"
Technical Support,Can I view missed lectures later?,"Yes, if you miss any lectures, they can be viewed later in the course portal.","Video Lectures, Missed Sessions"
Technical Support,Is there an app for discussing slides?,We are currently checking for AI-based apps for discussing slides and will update you.,"App, Slide Discussion, AI"
Technical Support,How do I update my account to access the course again?,You can update your account by purchasing the course renewal via the link provided.,"Support, Account"
Technical Support,Can I access the course immediately after payment?,"Yes, you will have immediate access to the course once payment is completed.","Course, Access"
Technical Support,I am having trouble logging into the website. Can you help?,"Please provide us with your login details, and we will assist you in resolving the issue.","Support, Login Issues"
Technical Support,Still unable to add all books to cart.,"Please make sure to follow the video instructions carefully. If the issue persists, feel free to call 7825890222 for quick assistance.","technical help, cart issue"
Technical Support,"After attempting the mock test, where should I click?","To complete the test, click on ‘Mark as Complete’. You can also review answers later from the same interface.",#mocktest #submit #support
Technical Support,I see an error when I click on the mock exam link.,The mock might not have been uploaded yet. It will be added soon and you'll be notified.,"mock, error, upload"
Technical Support,I subscribed but the quiz isn’t working. What should I do?,"Please wait a few minutes while we resolve the issue. Alternatively, try accessing it directly from the course dashboard, not external links.",#quizissue #support
Technical Support,I can’t submit the quiz module. What’s wrong?,Please access the quiz from inside your course under quiz mode. External links may not work.,#submissionissue #quiz
Technical Support,The Neuropathology Q-Bank link isn't opening.,Kindly access the quiz through your course dashboard under 'Basic Neuropathology' > 'Quiz Mode'.,#linkerror #neuropath
Technical Support,Is there a PDF available for Neuropathology MCQs?,"We currently do not have a PDF version, but all content is accessible online via quizzes.",#pdfrequest #neuropath
Technical Support,I have a doubt in a specific question. Can you help?,"Yes, please share the question number and options. We’ll verify and guide accordingly.",#questiondoubt #support
Technical Support,How to reset my password?,Use the password reset link sent to your registered email. Check spam folder if not received.,"password reset, login help"
Technical Support,The alternate login ID is not working.,"Please double-check spacing and case sensitivity. If the issue persists, we will generate a new ID.",alternate access
Technical Support,Why does the system say “Invalid ID”?,"Ensure there are no typos in the username or password. If the problem continues, contact us for an updated login.","login issue, ID invalid"
Technical Support,Why is Cytopathology shown twice instead of General Pathology?,Apologies for the error. Please go ahead with the order. General Pathology will be included in your package.,"website error, product confusion"
Technical Support,I’m unable to view the answers after submitting a mock test.,You can view all previous quizzes and responses from your User Dashboard.,"quiz, mock test, answers"
Technical Support,My results page refreshed and I lost access to the mock I gave.,Please revisit the User Dashboard. All previous attempts are saved there.,"mock issue, dashboard"
Technical Support,I’m unable to type anything on the website.,"Please refresh the page, try another browser, or switch devices. If needed, restart your current device.","typing issue, website problem"
Technical Support,The website is very slow.,Thank you for the feedback. Our tech team is resolving the issue.,"website loading, slow speed"
Technical Support,I can’t see the course after payment. What should I do?,"Please check your email for access credentials. If still not visible, contact support with your order details.","course not visible, access issue"
Technical Support,I cannot log in to my course. What should I do?,"Please ensure you are entering the correct credentials. If the issue persists, clear your browser cache and try again. If still unresolved, contact support with a screenshot.","login issue, access problem"
Technical Support,I’m getting a “page not found” error. Why is that?,This may happen during website maintenance. Please wait a few minutes and try again.,"website error, page not found"
Technical Support,The course website is not opening on my iPhone. What can I do?,"Please ensure your browser is updated. Try using Safari or Chrome, and clear cache if needed. If the issue continues, send us a screenshot.","iPhone issue, mobile compatibility"
Technical Support,Do I have to log in every time?,"You can select ""Remember Me"" during login and save the link in your bookmarks for easier access.","login, remember me"
Technical Support,Slides are not changing after a few slides.,Please change your browser. Let us know if the issue continues.,"slideshow, stuck, browser"
Test & Mock Exams,How can I access the timed test for my course?,"The timed test can be accessed through your dashboard, under the quizzes section.","Mock Exams, Timed Tests"
Test & Mock Exams,When will the next mock exam be available?,The next mock exam will be available on [insert date].,"Mock Exams, Dates"
Test & Mock Exams,When will the mock exam 3 and 4 be available?,"Mock exam 3 will be available tomorrow, and mock exam 4 will be available the day after.","Mock Exams, Dates"
Test & Mock Exams,When will the mock test results be available?,"Test results will be available immediately after completing the mock exam, along with the leaderboard.","Mock Exams, Results"
Test & Mock Exams,Can I review the answers after taking a mock exam?,"Yes, you can review the answers after completing the mock exam. The system will show detailed explanations and references.","Mock Exams, Reviews"
Test Performance,What is the passing score for the mock exams?,The passing score usually ranges between 68-69% for tough exams to 77-79% for easier ones. Aim for 70% for better preparation.,"Passing Scores, Mock Exams"
Test Performance,"If I am scoring around 60% in mock exams, am I at a safe level for passing the exam?","Scoring around 60% is good. You are on track, but aim to improve your score by revising more and completing all mock exams.","Test Scores, Mock Exams"
Test Performance,What does the 'point score' and 'amount score' mean in the mock exams?,"Point score refers to the number of correct answers, and amount score refers to the overall percentage.","Test Results, Explanation"
Test Performance,Can you help me understand the concept of low-grade tumors in the negative category?,Low-grade tumors (LGUN) are now classified under the negative category in the latest edition.,"Medical Terms, Tumors"
Tracking Info,Can you share the tracking details?,"Yes, tracking details will be shared on WhatsApp once your order is shipped.","tracking, shipment, delivery"
Transaction Issues,I received only ?1569 instead of full refund.,The deduction may be due to service charges by the payment gateway. We can cover the balance if you share your UPI ID.,#refund #transactioncharges
Trial Access,Can I preview a course before purchasing?,Free previews are available for select modules. Please visit the product page to check availability.,#preview #course
Troubleshooting,I clicked the test multiple times but couldn't submit it.,Please avoid repeated attempts. Our team is resolving the issue and will notify you once it's fixed.,"technical issue, test submission error"
Troubleshooting,I completed a test but it’s asking me to reattempt. Why?,"If you reopen a test, it may appear as a fresh attempt. Check if you saved your submission.","test issue, reattempt"
Troubleshooting,I didn’t receive reminder emails for test availability. Why?,Please ensure our emails are not going to spam. You can also whitelist our address for future updates.,"email, reminder"
Updates & Alerts,Will I be notified when new content is uploaded?,"Yes, you’ll receive updates via WhatsApp once new content is uploaded.","alerts, update"
User Account,Can I access previously answered quizzes?,"Yes, you can review previous quiz attempts within the quiz section of the course.","quiz history, access"
User Account,Is course access limited by time?,"Yes, depending on your plan, access is valid for a specific duration (e.g., 3 months). Check your plan details for expiry.","validity, course duration"
User Experience,I found the courses useful. Can I enroll in another?,Absolutely! You can explore our full course list on PathologyMCQ.com and apply any valid discount codes during checkout.,"multiple courses, re-enrollment"
Video Help,How can I identify which icons mean what on the platform?,"Green = Notes, Blue = MCQs, Question mark = Quiz, Play icon = Video lectures.",#platform #icons
Website Navigation,I can't find the product I was viewing earlier.,You can revisit it using this link.,"product search, link help"
WhatsApp Community,How do I join the live lecture WhatsApp group?,Please join via this link: https://chat.whatsapp.com/HgsCqhVZtQtAI3AkqnpBC4,"whatsapp-group, live-classes"
Zoom Access,How can I join today’s live class?,You will receive a Zoom link via WhatsApp and/or email before each session. You can also find the link in your course dashboard.,"live class, Zoom link"
Zoom Access,Do I need to ask for the Zoom link every time?,"No, you don't need to ask each time. Links will be sent to all registered participants before the class.","Zoom, class link, reminder"
Zoom Access,Will the class links also be emailed?,"Yes, class links are sent through both WhatsApp and email.","email, Zoom, session access"
